PROV85;Sonoma;;;;;;;;;;;x
urban;Urban;;;;;;;;;;;x
FRA_1901;Houet;;;;;;;;;;;x
ASH_1910;Volta;;;;;;;;;;;;x
PROV155;Fort Snelling;;;;;;;;;;;;x
PROV156;Fort Renville;;;;;;;;;;;;x
PROV157;Fort Ripley;;;;;;;;;;;;x
PROV92;Kullyspell;;;;;;;;;;;;x
PROV93;Fort Hall;;;;;;;;;;;;x
PROV123;Fort Robidoux;;;;;;;;;;;;x
PROV124;Bordeaux's Post;;;;;;;;;;;;x
PROV125;Fontenelle's Post;;;;;;;;;;;;x
PROV126;Fort Leavenworth;;;;;;;;;;;;x
PROV127;Fort Mann;;;;;;;;;;;;x
PROV113;Gallatin Valley;;;;;;;;;;;;x
PROV117;Fort Clark;;;;;;;;;;;;x
PROV118;Fort James;;;;;;;;;;;;x
PROV119;Fort Union;;;;;;;;;;;;x
PROV122;Fort Pierre;;;;;;;;;;;;x
PROV121;Fort Cedar;;;;;;;;;;;;x
PROV120;Fort Kiowa;;;;;;;;;;;;x
PROV114;Fort Owen;;;;;;;;;;;;x
PROV115;Fort Benton;;;;;;;;;;;;x
PROV116;Fort Van Buren;;;;;;;;;;;;x
PROV131;Fort Washita;;;;;;;;;;;;x
PROV130;Fort Gibson;;;;;;;;;;;;x
PROV111;Fort Bonneville;;;;;;;;;;;;x
PROV112;Fort Laramie;;;;;;;;;;;;x
PROV106;Bent's Fort;;;;;;;;;;;;x
PROV2702;Alty-Kuduk;;;;;;;;;;;;x
PROV1210;Kunduz;;;;;;;;;;;;x
PROV1196;Gurgench;;;;;;;;;;;;x
PROV686;Merv;;;;;;;;;;;;x
BUR_1334;Mandalay;;;;;;;;;;;;x
PROV2623;Midway and Wake Islands;;;;;;;;;;;;x
PROV2524;Hamilton;;;;;;;;;;;;x
PROV579;Neuwied;;;;;;;;;;;;;x
PROV574;Koblenz;;;;;;;;;;;;;x
PROV547;Greifswald;;;;;;;;;;;;;x
PROV2036;Mzizima;;;;;;;;;;;;;x
PROV2681;Taipei;;;;;;;;;;;;;x
PROV1485;Tainan;;;;;;;;;;;;;x
PROV2562;Taitung;;;;;;;;;;;;;x
PROV1743;Nordhorn;;;;;;;;;;;;;x
PROV1738;Al Jaghbub;;;;;;;;;;;;;x
PROV2585;Al Jawf;;;;;;;;;;;;;x
PROV1742;Wath;;;;;;;;;;;;;x
PROV1744;Sabha;;;;;;;;;;;;;x
PROV2016;Mpika;;;;;;;;;;;;;x
PROV2017;Mwansabombwe;;;;;;;;;;;;;x
PROV3104;Lake Nyasa;;;;;;;;;;;;;x
PROV702;Lemberg;;;;;;;;;;;;;x
PROV952;Tarnopol;;;;;;;;;;;;;x
PROV2605;Ngaanyatjarraku;;;;;;;;;;;;;x
PROV2601;Wilkinkarra;;;;;;;;;;;;;x
PROV2495;Tirari;;;;;;;;;;;;;x
PROV1990;Kindu;;;;;;;;;;;;;x
PROV1991;Rusozi;;;;;;;;;;;;;x
PROV2471;Bathurst;;;;;;;;;;;;;x
PROV2496;Nullarbor;;;;;;;;;;;;;x
PROV2603;Chanamee;;;;;;;;;;;;;x
PROV2507;Mparntwe;;;;;;;;;;;;;x
PROV2505;Port Essington;;;;;;;;;;;;;x
RUS_973;Kherson-Zaporizhia;;;;;;;;;;;;;x
RUS_955;Yekaterinoslav;;;;;;;;;;;;x
PROV3107;Lake Baikal;;;;;;;;;;;;;;;;;;;;;x;;;;;;
PROV1724;Orkney & Shetland;;;;;;;;;;;;;;;;;;;;;;;;x
PROV1858;Asaita;;;;;;;;;;;;;;;;;;;;;;;;x
australia_new_zealand;Oceania;;;;;;;;;;;;;;;;;;;;;;;;x
polynesia;Polynesia;;;;;;;;;;;;;;;;;;;;;;;;x
desert;Desert;;;;;;;;;;;;;;;;;;;;;;;x;;;;
semidesert;Semidesert;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
small_island;Island;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
coral_island;Atoll;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
forest;Forest;;;;;;;;x
boreal;Taiga;;;;;;;;;;;;;;;;;;;;;;;;x
arctic;Tundra;;;;;;;;;;;;;;;;;;;;;;;;x
plains;Grassland;;;;;;;;;;;;;;;;;;;;;;;;x
hills;Grassland Hills;;;;;;;;;;;;;;;;;x
dryhills;Dry Grassland Hills;;;;;;;;;;;;;;;;;x
mountain;Montane Grassland;;;;;;;;;;;;;;;;;x
montane_tundra;Alpine Tundra;;;;;;;;;;;;;;;;;x
montane_forest;Montane Forest;;;;;;;;;;;;;;;;;x
savanna;Savanna;;;;;;;;;;;;;;;;;;;;;;;;x
PROV1377;Da Nang;;;;;;;;;;;;;;;;;;x;;;;
PROV1720;Bechar;;;;;;;;;;;;;;;;;;x;;;;
PROV1714;Santa Rosa;;;;;;;;;;;;;;;;;;x;;;;
PROV2631;Unalakleet;;;;;;;;;;;;;;;;;;x;;;;
PROV1780;Dibra e Madhe;;;;;;;;;;;;;;;;;;x;;;;
PROV2371;Uquia;;;;;;;;;;;;;;;;;;x;;;;
PROV2953;New York Bight;;;;;;;;;;;;;;;;;;x;;;;
PROV2954;Chesapeake Bay;;;;;;;;;;;;;;;;;;x;;;;
PROV1930;Idah;;;;;;;;;;;;;;;;;;x;;;;
PROV1937;Wukari;;;;;;;;;;;;;;;;;;x;;;;
PROV1936;Nsukka;;;;;;;;;;;;;;;;;;x;;;;
PROV2697;Jingkiri;;;;;;;;;;;;;;;;;;x;;;;
PROV1081;Yakesa;;;;;;;;;;;;;;;;;;x;;;;
PROV1085;Hailanpao;;;;;;;;;;;;;;;;;x;;;;
PROV1600;Urumqi;;;;;;;;;;;;;;;;;x;;;;
PROV2839;Gulf of Patience;;;;;;;;;;;;;;;;;x;;;;
PROV2831;Soya Strait;;;;;;;;;;;;;;;;;x;;;;
PROV2830;East Sea;;;;;;;;;;;;;;;;;x;;;;
PROV1557;Xining;;;;;;;;;;;;;;;;;x;;;;
PROV2329;Araucanía;;;;;;;;;;;;;;;;;x;;;;
PROV2326;Aconcagua;;;;;;;;;;;;;;;;;x;;;;
PROV2244;Christimas & Cocos;;;;;;;;;;;;;;;;;x;;;;
PROV2406;Penghu;;;;;;;;;;;;;;;;;x;;;;
PROV2113;uMgungundlovu;;;;;;;;;;;;;;;;;x;;;;
PROV2110;Tsaneng;;;;;;;;;;;;;;;;;x;;;;
PROV2058;Moyo;;;;;;;;;;;;;;;;;x;;;;
PROV2050;Manjakazi;;;;;;;;;;;;;;;;;x;;;;
POR_2049;Gaza;;;;;;;;;;;;;;;;;x;;;;
PROV2049;Inkomati;;;;;;;;;;;;;;;;;x;;;;
POR_2060;Moçambique;;;;;;;;;;;;;;;;;x;;;;
PROV2088;O'okiep;;;;;;;;;;;;;;;;;x;;;;
PROV2558;Emthanjeni;;;;;;;;;;;;;;;;;x;;;;
PROV2093;Hantam;;;;;;;;;;;;;;;;;x;;;;
PROV2084;Nomabeb;;;;;;;;;;;;;;;;;x;;;;
PROV2081;Luhonono;;;;;;;;;;;;;;;;;x;;;;
PROV2082;Epako;;;;;;;;;;;;;;;;;x;;;;
PROV2080;Otjivanda;;;;;;;;;;;;;;;;;x;;;;
PROV1788;Kahone;;;;;;;;;;;;;;;;;x;;;;
PROV1540;Nantong;;;;;;;;;;;;;;;;;;;;;;;x
PROV2526;Palmyra and Line Islands;;;;;;;;;;;;;;;;;;;;;;;x
TIB_1591;Tibetan Plateau;;;;;;;;;;;;;;;;;;;;;;;x
PROV2482;Van Diemen's Land;;;;;;;;;;;;;;;;;;;;;;;x
PROV2382;Laboulaye;;;;;;;;;;;;;;;;;;;;;;;x
PROV2640;Gwadar;;;;;;;;;;;;;;;;;;;;;;;x
PROV1071;Qeshm;;;;;;;;;;;;;;;;;;;;;;;x
PROV2786;Gulf of Oman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2787;Hormuz Strait;;;;;;;;;;;;;;;;;;;;;;;x
PROV2664;Khasab;;;;;;;;;;;;;;;;;;;;;;;x
PROV2236;Philipsburg;;;;;;;;;;;;x
PEU_2297;Cusco;;;;;;;;;;;;x
PROV2667;Batagay;;;;;;;;;;;;x
PROV110;Rock Springs;;;;;;;;;;;;x
PROV1387;Kelang;;;;;;;;;;;;x
PROV1385;Tanjung Puteri;;;;;;;;;;;;x
PROV88;Mojave;;;;;;;;;;;;x
CAN_18;New Caledonia;;;;;;;;;;;;x
ALD_1714;Saoura;;;;;;;;;;;;x
PROV2590;Ceuta;;;;;;;;;;;;x
PROV3236;Anam a Cheper;;;;;;;;;;;;x
PROV641;Pest;;;;;;;;;;;;x
PROV2637;Vyon;;;;;;;;;;;;x
PROV2632;Kwangchowan;;;;;;;;;;;;x
PROV1495;Maoming;;;;;;;;;;;;x
PROV1644;Meakan;;;;;;;;;;;;x
PROV1443;Rote;;;;;;;;;;;;x
PROV2224;Antigua & Barbuda;;;;;;;;;;;;x
PROV2220;Turks & Caicos;;;;;;;;;;;;x
CHI_1082;Guanwai;;;;;;;;;;;;x
PROV2591;Tranquebar;;;;;;;;;;;;x
PROV2625;North West River;;;;;;;;;;;;x
PROV2580;Novaya Ladoga;;;;;;;;;;;;x
PROV995;Petrozavodsk;;;;;;;;;;;;x
PROV965;Kherson;;;;;;;;;;;;x
PROV1048;Krasnoadar;;;;;;;;;;;;x
PROV1045;Migulinskaya;;;;;;;;;;;;x
PROV950;Ungvár;;;;;;;;;;;;x
RUS_1185;Zhetysu;;;;;;;;;;;;x
PROV1201;Khujand;;;;;;;;;;;;x
PROV1206;Amul;;;;;;;;;;;;x
RUS_2618;Magadan;;;;;;;;;;;;x
RUS_2621;Kolyma;;;;;;;;;;;;x
RUS_2590;Chukotka;;;;;;;;;;;;x
RUS_1070;Yeniseysk;;;;;;;;;;;;x
RUS_2694;Evenkiysk;;;;;;;;;;;;x
RUS_2615;Northern Yeniseysk;;;;;;;;;;;;x
RUS_1065;Yamalia;;;;;;;;;;;;x
RUS_2653;Khanty-Mansi;;;;;;;;;;;;x
PROV2634;Beringovsky;;;;;;;;;;;;;;;;;;;;;;;x
PROV2661;Belebino;;;;;;;;;;;;;;;;;;;;;;;x
PROV2660;Seymchan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2620;Susuman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2639;Arman;;;;;;;;;;;;;;;;;;;;;;;x
PROV2665;Chokurdakh;;;;;;;;;;;;;;;;;;;;;;;x
PROV2647;Lifau;;;;;;;;;;;;;;;;;;;;;;;x
PROV1080;Chumikan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2671;Barguzin;;;;;;;;;;;;;;;;;;;;;;;x
PROV2670;Verkhneudinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2662;Animas;;;;;;;;;;;;;;;;;;;;;;;x
PROV1073;Gizhiga;;;;;;;;;;;;;;;;;;;;;;;x
PROV1076;Nizhneudinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2645;Bodaybo;;;;;;;;;;;;;;;;;;;;;;;x
PROV2693;Essey;;;;;;;;;;;;;;;;;;;;;;;x
PROV2677;Ilimsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2675;Erbogachen;;;;;;;;;;;;;;;;;;;;;;;x
PROV1070;Yeniseysk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2651;Mirny;;;;;;;;;;;;;;;;;;;;;;;x
PROV2674;Abakan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2682;Obdorsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2646;Surgut;;;;;;;;;;;;;;;;;;;;;;;x
PROV2690;Yugansk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2685;Verkhoturye;;;;;;;;;;;;;;;;;;;;;;;x
PROV2614;Shadrinsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2658;Kurgan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2683;Narym;;;;;;;;;;;;;;;;;;;;;;;x
PROV2613;Nadym;;;;;;;;;;;;;;;;;;;;;;;x
PROV2659;Khalmer-Sede;;;;;;;;;;;;;;;;;;;;;;;x
PROV2698;Kuznetsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2691;Minusk;;;;;;;;;;;;;;;;;;;;;;;x
PROV2657;Dudinka;;;;;;;;;;;;;;;;;;;;;;;x
PROV2680;Volochanka;;;;;;;;;;;;;;;;;;;;;;;x
PROV1065;Nyagan;;;;;;;;;;;;;;;;;;;;;;;x
PROV2686;Kainsk;;;;;;;;;;;;;;;;;;;;;;;x
PROV1696;Cape Juby;;;;;;;;;;;;x
ENG_1251;West Bengal;;;;;;;;;;;;x
ENG_1252;East Bengal;;;;;;;;;;;;x
PROV1290;Umerkot;;;;;;;;;;;;x
KOK_1190;Alay;;;;;;;;;;;;x
PROV892;Bay;;;;;;;;;;;;x
PROV924;Rewanduz;;;;;;;;;;;;x
PROV925;Sulaymania;;;;;;;;;;;;x
PROV1110;Urmia;;;;;;;;;;;;x
PROV2414;Jezira;;;;;;;;;;;;x
PROV914;Trablos;;;;;;;;;;;;x
PROV1469;Uriankhai;;;;;;;;;;;;x
PROV1181;Akmolinsk;;;;;;;;;;;;;;;;;;;;;;x
PROV1205;Kyzyl-Su;;;;;;;;;;;;;;;;;;;;;;;x
PROV1204;Ashkhabad;;;;;;;;;;;;;;;;;;;;;;;x
PROV1194;Novopetrovskoye;;;;;;;;;;;;;;;;;;;;;;;x
PROV1197;Chimkent;;;;;;;;;;;;;;;;;;;;;;;x
PROV1185;Turkistan;;;;;;;;;;;;;;;;;;;;;;;x
PROV3106;Lake Balkhash;;;;;;;;;;;;;;;;;;;;;;;x
PROV1186;Zhetysu;;;;;;;;;;;;;;;;;;;;;;;x
PROV1193;Ak-Mechet;;;;;;;;;;;;;;;;;;;;;;;x
PROV2606;Balkhash;;;;;;;;;;;;;;;;;;;;;;;x
ARG_2384;Córdoba de Argentina;;;;;;;;;;;;;;;;;;;;;;;x
ARG_2393;La Pampa;;;;;;;;;;;;;;;;;;;;;;;x
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;;;;;;;;;;;x
PROV1382;Hà Tiên;;;;;;;;;;;;;;;;;;;;;;;x
RUS_1048;Western Cherkess Plains;;;;;;;;;;;;;;;;;;;;;;;x
PROV1049;Upper Sochi;;;;;;;;;;;;;;;;;;;;;;;x
PROV900;Antakya;;;;;;;;;;;;;;;;;;;;;;;x
PROV689;Tesin;;;;;;;;;;;;;;;;;;;;;;;x
PROV1773;Saguia el-Hamra;;;;;;;;;;;;;;;;;;;;;;;x
PROV1178;Sana'a;;;;;;;;;;;;;x
PROV969;Olviopol;;;;;;;;;;;;;x
PROV972;Yekaterinoslav;;;;;;;;;;;;;x
PROV974;Bachmut;;;;;;;;;;;;;;;;;;;x;
PROV1041;Elista;;;;;;;;;;;;;;;;;;;x;
PROV745;Leghorn;;;;;;;;;;;;;;;;;;;x;
PROV2436;Salvador da Bahia;;;;;;;;;;;;;;;;;;;x;
BRZ_2408;Grão - Pará;;;;;;;;;;;;;;;;;;;x;
BRZ_2428;Nordeste;;;;;;;;;;;;;;;;;;;x;
PROV2423;Vila da Palma;;;;;;;;;;;;;;;;;;;x;
PROV2426;Vila do Poti;;;;;;;;;;;;;;;;;;;x;
NEJ_1156;Ha'il;;;;;;;;;;;;;;;;;;;x;
PROV396;Svoboda;;;;;;;;;;;;;;;;;x;;;;;;
PROV1445;Koepang;;;;;;;;;;;;;;;;;x;;;;;;
PROV1448;Ternate;;;;;;;;;;;;;;;;;x;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;;;;;x;;;;;;
PROV3101;Lake Chad;;;;;;;;;;;;;;;;;x;;;;;;
PROV3102;Ukerewe;;;;;;;;;;;;;x;;;;;;
PROV1845;Bahr el Ghazal;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2070;Umtali;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2581;Chiconono;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2516;Nelson;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2498;Albaly;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2515;Syndirch;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2513;Dunedin;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2512;Wellingtown;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2511;Napier;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2510;Plymouth;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1624;Hanseong;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2086;Aixa-aibes;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2079;Otjozondjii;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2078;Otjomuise;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1481;Lüshun;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV2083;Ezorongondo;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1028;Vyatka;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV1019;Voronezh;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PROV3246;Saint Barths;;;;;;;;;;;;;;;;;;;;x;
PROV82;Grande Ronde;;;;;;;;;;;;;;;;;;;;x;
PROV81;Pertend;;;;;;;;;;;;;;;;;;;;x;
PROV83;Fort Umpqua;;;;;;;;;;;;;;;;;;;;x;
PROV78;Seattle;;;;;;;;;;;;;;;;;;;;x;
PROV2101;Thaba Nchu;;;;;;;;;;;;;;;;;;;;x;
PROV2102;Qwa-Qwa;;;;;;;;;;;;;;;;;;;;x;
PROV2103;Lephoi;;;;;;;;;;;;;;;;;;;;x;
PROV2094;Griqualand;;;;;;;;;;;;;;;;;;;;x;
TRN_2108;Tky-Gariep;;;;;;;;;;;;;;;;;;;;x;
PROV2107;Makwasi;;;;;;;;;;;;;;;;;;;;x;
PROV2106;Saan;;;;;;;;;;;;;;;;;;;;x;
PROV2105;Ga-Rankuwa;;;;;;;;;;;;;;;;;;;;x;
PROV2109;Ga-Riba;;;;;;;;;;;;;;;;;;;;x;
PROV2112;Emnambithi;;;;;;;;;;;;;;;;;;;;x;
ORA_2103;Basutoland;;;;;;;;;;;;;;;;;;;;x;
ZUL_2113;Zululand;;;;;;;;;;;;;;;;;;;;x;
PROV1152;Jeddah;;;;;;;;;;;;x
CAN_13;Columbia;;;;;;;;;;;;x
PROV13;Grand Vancouver;;;;;;;;;;;;x
PROV17;Stikine;;;;;;;;;;;;x
CAN_19;New Caledonia;;;;;;;;;;;;x
PROV20;Okanagan;;;;;;;;;;;;x
PROV21;Kootenay;;;;;;;;;;;;x
PROV44;Guantanamo Bay;;;;;;;;;;;;x
CAN_46;Upper Canada;;;;;;;;;;;;x
CAN_50;Northern Ontario;;;;;;;;;;;;x
CAN_60;Northern Quebec;;;;;;;;;;;;x
ENG_68;Maritimes;;;;;;;;;;;;x
MEX_94;Nevada;;;;;;;;;;;;x
MEX_97;Utah;;;;;;;;;;;;x
USA_201;Georgia;;;;;;;;;;;;x
USA_205;South Carolina;;;;;;;;;;;;x
ENG_258;Connacht;;;;;;;;;;;;x
ENG_263;Leinster;;;;;;;;;;;;x
SWE_322;Stockholm;;;;;;;;;;;;x
SWE_329;Göteborg;;;;;;;;;;;;x
SWE_334;Malmö;;;;;;;;;;;;x
RUS_343;Helsinki;;;;;;;;;;;;x
RUS_345;Turku;;;;;;;;;;;;x
RUS_360;Lithuania;;;;;;;;;;;;x
HOL_369;Holstein;;;;;;;;;;;;x
SCH_370;Schleswig;;;;;;;;;;;;x
NET_379;Zeeland;;;;;;;;;;;;x
PROV381;Limburg;;;;;;;;;;;;x
BEL_387;Belgie;;;;;;;;;;;;x
NET_394;Wallonia;;;;;;;;;;;;x
HAN_528;Lower Elbe;;;;;;;;;;;;x
HAN_534;Hanover;;;;;;;;;;;;x
HAN_540;Oost-Friesland;;;;;;;;;;;;x
PRU_575;West-Rijnland;;;;;;;;;;;;x
PRU_578;Ostrheinland;;;;;;;;;;;;x
BAV_595;Franconia;;;;;;;;;;;;x
BAV_599;Upper Bavaria;;;;;;;;;;;;x
SPA_610;Caroline Islands;;;;;;;;;;;;x
AUS_652;Banovinhaben;;;;;;;;;;;;x
AUS_654;West Ardeal;;;;;;;;;;;;x
AUS_657;East Ardeal;;;;;;;;;;;;x
MOL_676;Basarabia;;;;;;;;;;;;x
PRU_682;Silesia;;;;;;;;;;;;x
AUS_702;Galicia-Lodomeria;;;;;;;;;;;;x
PROV704;Nowy Sacz;;;;;;;;;;;;x
RUS_706;Masovia;;;;;;;;;;;;x
PROV711;Siedlce;;;;;;;;;;;;x
RUS_715;West Galicia;;;;;;;;;;;;x
PROV719;Bialystok;;;;;;;;;;;;x
PROV748;Grosseto;;;;;;;;;;;;x
SAR_765;Thyrrenian Islands;;;;;;;;;;;;x
FRA_801;Tahiti;;;;;;;;;;;;x
TUR_805;Makedonska;;;;;;;;;;;;x
TUR_806;Nadatisea;;;;;;;;;;;;x
TUR_853;Shqiperi;;;;;;;;;;;;x
TUR_809;Eastern Rumelia;;;;;;;;;;;;x
TUR_823;Skrvatia;;;;;;;;;;;;x
PROV829;Xanthe;;;;;;;;;;;;x
TUR_876;Ankara;;;;;;;;;;;;x
TUR_880;Kastamonu;;;;;;;;;;;;x
TUR_882;Trebizond;;;;;;;;;;;;x
TUR_890;Van;;;;;;;;;;;;x
TUR_893;Diyarbakir;;;;;;;;;;;;x
TUR_894;Adana;;;;;;;;;;;;x
RUS_940;Pinsk;;;;;;;;;;;;x
RUS_968;Transnistria;;;;;;;;;;;;x
RUS_978;Kharkov;;;;;;;;;;;;x
RUS_979;Donbass;;;;;;;;;;;;x
PROV1082;Haishenwai;;;;;;;;;;;;x
JAP_1086;Sakhalin;;;;;;;;;;;;x
PROV1087;Otomari;;;;;;;;;;;;x
JAP_1088;Ezo;;;;;;;;;;;;x
AST_1097;New Caledonia;;;;;;;;;;;;x
PER_1116;Mazandaran;;;;;;;;;;;;x
PER_1128;Lorestan;;;;;;;;;;;;x
